basename,split,scene_name,room_type,recipe_name,severity,danger_labels,sim_label,n_abnormal_flags,sensor_observable,qwen2.5-72b-bnb4_pred,qwen2.5-72b-bnb4_keyword_hit,llama3.1-70b-bnb4_pred,llama3.1-70b-bnb4_keyword_hit,gpt-5.5_pred,gpt-5.5_keyword_hit,dual_consensus,unanimous_consensus,majority_consensus,any_jury_keyword_hit
living_room_FloorPlan207_safe_view2,safe,FloorPlan207,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan408_safe_view0,safe,FloorPlan408,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan304_safe_view1,safe,FloorPlan304,bedroom,safe_view_1,none,,safe,2,1,safe,,safe,,hazardous,,safe,split,safe,
kitchen_FloorPlan18_safe_view1,safe,FloorPlan18,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan201_safe_view2,safe,FloorPlan201,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan415_safe_view2,safe,FloorPlan415,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan309_safe_view0,safe,FloorPlan309,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan25_safe_view2,safe,FloorPlan25,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan213_safe_view0,safe,FloorPlan213,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan415_safe_view1,safe,FloorPlan415,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan314_safe_view1,safe,FloorPlan314,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan7_safe_view2,safe,FloorPlan7,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan206_safe_view2,safe,FloorPlan206,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan416_safe_view0,safe,FloorPlan416,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan320_safe_view1,safe,FloorPlan320,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan26_safe_view1,safe,FloorPlan26,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan211_safe_view2,safe,FloorPlan211,living_room,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan417_safe_view2,safe,FloorPlan417,bathroom,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan311_safe_view0,safe,FloorPlan311,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan11_safe_view2,safe,FloorPlan11,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan216_safe_view1,safe,FloorPlan216,living_room,safe_view_1,none,,safe,1,1,safe,,safe,,hazardous,,safe,split,safe,
bathroom_FloorPlan411_safe_view2,safe,FloorPlan411,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan313_safe_view0,safe,FloorPlan313,bedroom,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan11_safe_view0,safe,FloorPlan11,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan226_safe_view2,safe,FloorPlan226,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan409_safe_view0,safe,FloorPlan409,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan324_safe_view1,safe,FloorPlan324,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan10_safe_view1,safe,FloorPlan10,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan215_safe_view2,safe,FloorPlan215,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan426_safe_view0,safe,FloorPlan426,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan325_safe_view0,safe,FloorPlan325,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan24_safe_view0,safe,FloorPlan24,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan205_safe_view1,safe,FloorPlan205,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan420_safe_view2,safe,FloorPlan420,bathroom,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan313_safe_view1,safe,FloorPlan313,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan17_safe_view1,safe,FloorPlan17,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan228_safe_view0,safe,FloorPlan228,living_room,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan414_safe_view2,safe,FloorPlan414,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan324_safe_view2,safe,FloorPlan324,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan12_safe_view1,safe,FloorPlan12,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan228_safe_view2,safe,FloorPlan228,living_room,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan408_safe_view2,safe,FloorPlan408,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan314_safe_view0,safe,FloorPlan314,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan15_safe_view1,safe,FloorPlan15,kitchen,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan230_safe_view0,safe,FloorPlan230,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan417_safe_view1,safe,FloorPlan417,bathroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan318_safe_view2,safe,FloorPlan318,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan13_safe_view2,safe,FloorPlan13,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan221_safe_view0,safe,FloorPlan221,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan410_safe_view0,safe,FloorPlan410,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan301_safe_view1,safe,FloorPlan301,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan22_safe_view0,safe,FloorPlan22,kitchen,safe_view_0,none,,safe,0,1,safe,,hazardous,,safe,,split,split,safe,
living_room_FloorPlan209_safe_view1,safe,FloorPlan209,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan420_safe_view1,safe,FloorPlan420,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan322_safe_view2,safe,FloorPlan322,bedroom,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan6_safe_view0,safe,FloorPlan6,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan226_safe_view1,safe,FloorPlan226,living_room,safe_view_1,none,,safe,2,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan412_safe_view0,safe,FloorPlan412,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan316_safe_view0,safe,FloorPlan316,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan6_safe_view1,safe,FloorPlan6,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan225_safe_view1,safe,FloorPlan225,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan427_safe_view1,safe,FloorPlan427,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan310_safe_view0,safe,FloorPlan310,bedroom,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan30_safe_view2,safe,FloorPlan30,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan201_safe_view1,safe,FloorPlan201,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan413_safe_view0,safe,FloorPlan413,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan317_safe_view2,safe,FloorPlan317,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan4_safe_view2,safe,FloorPlan4,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan214_safe_view0,safe,FloorPlan214,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan429_safe_view0,safe,FloorPlan429,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan316_safe_view1,safe,FloorPlan316,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan27_safe_view2,safe,FloorPlan27,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan224_safe_view1,safe,FloorPlan224,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan418_safe_view1,safe,FloorPlan418,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan307_safe_view1,safe,FloorPlan307,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,hazardous,,safe,split,safe,
kitchen_FloorPlan30_safe_view1,safe,FloorPlan30,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan203_safe_view2,safe,FloorPlan203,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan401_safe_view1,safe,FloorPlan401,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan316_safe_view2,safe,FloorPlan316,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan13_safe_view1,safe,FloorPlan13,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan212_safe_view0,safe,FloorPlan212,living_room,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan429_safe_view1,safe,FloorPlan429,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan315_safe_view1,safe,FloorPlan315,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan21_safe_view1,safe,FloorPlan21,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan224_safe_view0,safe,FloorPlan224,living_room,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan409_safe_view1,safe,FloorPlan409,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan324_safe_view0,safe,FloorPlan324,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan5_safe_view0,safe,FloorPlan5,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan224_safe_view2,safe,FloorPlan224,living_room,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan430_safe_view0,safe,FloorPlan430,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan306_safe_view0,safe,FloorPlan306,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan3_safe_view0,safe,FloorPlan3,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan209_safe_view2,safe,FloorPlan209,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan412_safe_view1,safe,FloorPlan412,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan327_safe_view0,safe,FloorPlan327,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan20_safe_view0,safe,FloorPlan20,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan223_safe_view0,safe,FloorPlan223,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan407_safe_view2,safe,FloorPlan407,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan305_safe_view2,safe,FloorPlan305,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan24_safe_view1,safe,FloorPlan24,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan221_safe_view1,safe,FloorPlan221,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan422_safe_view0,safe,FloorPlan422,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan304_safe_view0,safe,FloorPlan304,bedroom,safe_view_0,none,,safe,3,1,hazardous,,safe,,hazardous,,split,split,hazardous,
kitchen_FloorPlan14_safe_view1,safe,FloorPlan14,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan219_safe_view0,safe,FloorPlan219,living_room,safe_view_0,none,,safe,2,1,safe,,safe,,hazardous,,safe,split,safe,
bathroom_FloorPlan406_safe_view2,safe,FloorPlan406,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan302_safe_view1,safe,FloorPlan302,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan11_safe_view1,safe,FloorPlan11,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan204_safe_view2,safe,FloorPlan204,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan402_safe_view0,safe,FloorPlan402,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan306_safe_view2,safe,FloorPlan306,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan17_safe_view2,safe,FloorPlan17,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan217_safe_view1,safe,FloorPlan217,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan419_safe_view1,safe,FloorPlan419,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan303_safe_view2,safe,FloorPlan303,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan3_safe_view2,safe,FloorPlan3,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan212_safe_view2,safe,FloorPlan212,living_room,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan405_safe_view0,safe,FloorPlan405,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan322_safe_view1,safe,FloorPlan322,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan9_safe_view1,safe,FloorPlan9,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan206_safe_view0,safe,FloorPlan206,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan422_safe_view2,safe,FloorPlan422,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan313_safe_view2,safe,FloorPlan313,bedroom,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan29_safe_view0,safe,FloorPlan29,kitchen,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan203_safe_view0,safe,FloorPlan203,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan427_safe_view0,safe,FloorPlan427,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan310_safe_view1,safe,FloorPlan310,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan19_safe_view1,safe,FloorPlan19,kitchen,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan222_safe_view2,safe,FloorPlan222,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan421_safe_view0,safe,FloorPlan421,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan320_safe_view2,safe,FloorPlan320,bedroom,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan12_safe_view0,safe,FloorPlan12,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan209_safe_view0,safe,FloorPlan209,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan410_safe_view2,safe,FloorPlan410,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan327_safe_view2,safe,FloorPlan327,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan17_safe_view0,safe,FloorPlan17,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan229_safe_view2,safe,FloorPlan229,living_room,safe_view_2,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan413_safe_view1,safe,FloorPlan413,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan312_safe_view0,safe,FloorPlan312,bedroom,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan1_safe_view2,safe,FloorPlan1,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan227_safe_view2,safe,FloorPlan227,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan423_safe_view1,safe,FloorPlan423,bathroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan305_safe_view0,safe,FloorPlan305,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan5_safe_view2,safe,FloorPlan5,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan217_safe_view2,safe,FloorPlan217,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan430_safe_view1,safe,FloorPlan430,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan330_safe_view0,safe,FloorPlan330,bedroom,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan24_safe_view2,safe,FloorPlan24,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan219_safe_view1,safe,FloorPlan219,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan401_safe_view2,safe,FloorPlan401,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan321_safe_view1,safe,FloorPlan321,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan9_safe_view2,safe,FloorPlan9,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan210_safe_view0,safe,FloorPlan210,living_room,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan407_safe_view0,safe,FloorPlan407,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan318_safe_view0,safe,FloorPlan318,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan13_safe_view0,safe,FloorPlan13,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan220_safe_view1,safe,FloorPlan220,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan411_safe_view0,safe,FloorPlan411,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan328_safe_view0,safe,FloorPlan328,bedroom,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan22_safe_view2,safe,FloorPlan22,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan207_safe_view1,safe,FloorPlan207,living_room,safe_view_1,none,,safe,2,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan424_safe_view1,safe,FloorPlan424,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan320_safe_view0,safe,FloorPlan320,bedroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan2_safe_view0,safe,FloorPlan2,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan221_safe_view2,safe,FloorPlan221,living_room,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan428_safe_view2,safe,FloorPlan428,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan301_safe_view0,safe,FloorPlan301,bedroom,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan27_safe_view0,safe,FloorPlan27,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan225_safe_view0,safe,FloorPlan225,living_room,safe_view_0,none,,safe,1,1,safe,,safe,,hazardous,,safe,split,safe,
bathroom_FloorPlan409_safe_view2,safe,FloorPlan409,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan330_safe_view1,safe,FloorPlan330,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,hazardous,,safe,split,safe,
kitchen_FloorPlan26_safe_view0,safe,FloorPlan26,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan210_safe_view1,safe,FloorPlan210,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan401_safe_view0,safe,FloorPlan401,bathroom,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan328_safe_view2,safe,FloorPlan328,bedroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan1_safe_view0,safe,FloorPlan1,kitchen,safe_view_0,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan202_safe_view1,safe,FloorPlan202,living_room,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan429_safe_view2,safe,FloorPlan429,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan303_safe_view1,safe,FloorPlan303,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan30_safe_view0,safe,FloorPlan30,kitchen,safe_view_0,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan223_safe_view1,safe,FloorPlan223,living_room,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan402_safe_view1,safe,FloorPlan402,bathroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan317_safe_view1,safe,FloorPlan317,bedroom,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
kitchen_FloorPlan10_safe_view2,safe,FloorPlan10,kitchen,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
living_room_FloorPlan212_safe_view1,safe,FloorPlan212,living_room,safe_view_1,none,,safe,1,1,safe,,safe,,safe,,safe,safe,safe,
bathroom_FloorPlan412_safe_view2,safe,FloorPlan412,bathroom,safe_view_2,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
bedroom_FloorPlan306_safe_view1,safe,FloorPlan306,bedroom,safe_view_1,none,,safe,0,1,safe,,safe,,safe,,safe,safe,safe,
